,Square Ft,year_sale,year_blt,price_sf,Sale Price,GEOID,Sub_geo,unique_ID,year,month,year-month
9402,2630,2018,2017,175.5939163,"$461,812 ",13117130307,West Forsyth,3520 PARKLAND WAY-3/8/2018-461812,2018,3,2018-3
9403,1671,2022,2006,194.4943148,"$325,000 ",13117130301,West Forsyth,3520 PLEASANT GROVE RD-6/2/2022-325000,2022,6,2022-6
9404,4299,2021,2007,137.2412189,"$590,000 ",13117130511,South Forsyth,3520 SLATER ST-6/10/2021-590000,2021,6,2021-6
9405,2643,2018,1997,155.1267499,"$410,000 ",13117130604,South Forsyth,3520 SOUTHMONT CT-6/22/2018-410000,2018,6,2018-6
9406,2589,2021,2019,152.5685593,"$395,000 ",13117130301,West Forsyth,3520 SUMMERPOINT XING-1/5/2021-395000,2021,1,2021-1
9407,2821,2019,2017,132.9315845,"$375,000 ",13117130307,West Forsyth,3520 TOWNLEY LN-9/27/2019-375000,2019,9,2019-9
9408,3177,2022,2018,242.9965376,"$772,000 ",13117130307,West Forsyth,3520 VALLEYWAY RD-5/3/2022-772000,2022,5,2022-5
9409,3177,2018,2018,154.9039975,"$492,130 ",13117130307,West Forsyth,3520 VALLEYWAY RD-10/31/2018-492130,2018,10,2018-10
9410,1890,2022,2014,203.7037037,"$385,000 ",13117130410,Cumming,3520 VILLAGE ENCLAVE LN 113-7/25/2022-385000,2022,7,2022-7
9411,1606,2018,1996,157.8455791,"$253,500 ",13117130301,West Forsyth,3520 WAKE ROBIN WAY-9/21/2018-253500,2018,9,2018-9
9412,4746,2021,2020,263.3796882,"$1,250,000 ",13117130304,West Forsyth,3520 WATSONS BND-4/2/2021-1250000,2021,4,2021-4
9413,3002,2018,2018,134.2308461,"$402,961 ",13117130307,West Forsyth,3520 WESTHAVEN DR-9/21/2018-402961,2018,9,2018-9
9414,2150,2018,2015,111.627907,"$240,000 ",13117130410,Cumming,3522 VILLAGE ENCLAVE LN 114-3/23/2018-240000,2018,3,2018-3
9415,1836,2022,2015,220.5882353,"$405,000 ",13117130410,Cumming,3524 CASTLEBERRY VILLAGE CIR 29-6/6/2022-405000,2022,6,2022-6
9416,2600,2018,2003,104.2307692,"$271,000 ",13117130414,West Forsyth,3524 OLD TOWNE LN-1/2/2018-271000,2018,1,2018-1
9417,2139,2021,2015,135.5773726,"$290,000 ",13117130410,Cumming,3524 VILLAGE ENCLAVE LN 115-3/10/2021-290000,2021,3,2021-3
9418,992,2022,1997,317.5403226,"$315,000 ",13117130504,Cumming,3525 AUBURN DR-3/25/2022-315000,2022,3,2022-3
9419,992,2018,1997,148.1854839,"$147,000 ",13117130504,Cumming,3525 AUBURN DR-4/30/2018-147000,2018,4,2018-4
9420,1504,2019,1972,80.30784574,"$120,783 ",13117130504,Cumming,3525 BONNEVILLE DR-11/26/2019-120783,2019,11,2019-11
9421,3218,2020,1996,148.8502175,"$479,000 ",13117130615,South Forsyth,3525 CHARTWELL RDG-5/29/2020-479000,2020,5,2020-5
9422,2817,2021,1995,184.5935392,"$520,000 ",13117130615,South Forsyth,3525 CHARTWELL TRL-3/25/2021-520000,2021,3,2021-3
9423,1786,2022,1987,191.4893617,"$342,000 ",13117130506,Cumming,3525 CHATTAHOOCHEE RD-3/4/2022-342000,2022,3,2022-3
9424,2503,2019,2002,143.028366,"$358,000 ",13117130506,Cumming,3525 CHICORY CREEK DR-3/14/2019-358000,2019,3,2019-3
9425,1188,2018,2002,114.4781145,"$136,000 ",13117130504,Cumming,3525 CONTINENTAL DR-10/12/2018-136000,2018,10,2018-10
9426,1576,2018,1986,115.4822335,"$182,000 ",13117130301,West Forsyth,3525 DAYLON DR-5/31/2018-182000,2018,5,2018-5
9427,1995,2021,2005,192.9824561,"$385,000 ",13117130302,West Forsyth,3525 ELDER FIELD LN-3/30/2021-385000,2021,3,2021-3
9428,2260,2020,2020,168.0066372,"$379,695 ",13117130512,Cumming,3525 FAULKNER ST-12/29/2020-379695,2020,12,2020-12
9429,3575,2018,2018,64.33566434,"$230,000 ",13117130304,West Forsyth,3525 GRANTON ST-8/30/2018-230000,2018,8,2018-8
9430,1454,2021,1998,154.0577717,"$224,000 ",13117130410,Cumming,3525 MAGNOLIA WALK TRL-8/3/2021-224000,2021,8,2021-8
9431,1454,2019,1998,116.2310867,"$169,000 ",13117130410,Cumming,3525 MAGNOLIA WALK TRL-6/28/2019-169000,2019,6,2019-6
9432,1512,2021,1999,188.4920635,"$285,000 ",13117130410,Cumming,3525 MAPLE VALLEY DR-5/14/2021-285000,2021,5,2021-5
9433,1512,2020,1999,168.6507937,"$255,000 ",13117130410,Cumming,3525 MAPLE VALLEY DR-5/29/2020-255000,2020,5,2020-5
9434,3668,2021,2020,172.7063795,"$633,487 ",13117130412,North Forsyth,3525 MONTEBELLO PKWY-6/2/2021-633487,2021,6,2021-6
9435,2656,2019,1996,144.9548193,"$385,000 ",13117130604,South Forsyth,3525 MONTVALE XING-8/23/2019-385000,2019,8,2019-8
9436,3146,2020,1988,336.9357915,"$1,060,000 ",13117130504,Cumming,3525 STRAWBERRY LN-10/2/2020-1060000,2020,10,2020-10
9437,3269,2021,2020,149.2138269,"$487,780 ",13117130301,West Forsyth,3525 SUMMERPOINT XING-2/23/2021-487780,2021,2,2021-2
9438,2771,2021,2020,161.3136052,"$447,000 ",13117130307,West Forsyth,3525 TOWNLEY LN-3/3/2021-447000,2021,3,2021-3
9439,3414,2020,2020,148.0328061,"$505,384 ",13117130307,West Forsyth,3525 VALLEYWAY RD-9/10/2020-505384,2020,9,2020-9
9440,2150,2018,2015,116.2790698,"$250,000 ",13117130410,Cumming,3528 VILLAGE ENCLAVE LN 117-12/12/2018-250000,2018,12,2018-12
9441,1748,2018,2005,177.8300915,"$310,847 ",13117130302,West Forsyth,3530 BALLYBANDON CT-12/21/2018-310847,2018,12,2018-12
9442,1916,2018,1995,195.7202505,"$375,000 ",13117130606,South Forsyth,3530 BARDFIELD CT-10/15/2018-375000,2018,10,2018-10
9443,1900,2022,2003,210.5263158,"$400,000 ",13117130301,West Forsyth,3530 BRIDGESHAW DR-1/3/2022-400000,2022,1,2022-1
9444,4233,2021,2004,141.7434444,"$600,000 ",13117130604,South Forsyth,3530 CANEY CREEK LN-10/29/2021-600000,2021,10,2021-10
9445,1769,2022,1990,276.9926512,"$490,000 ",13117130307,West Forsyth,3530 COVE CREEK CT-3/31/2022-490000,2022,3,2022-3
9446,2236,2020,2005,145.3488372,"$325,000 ",13117130305,West Forsyth,3530 DAVYNE BND-12/4/2020-325000,2020,12,2020-12
9447,1672,2018,1986,110.0478469,"$184,000 ",13117130301,West Forsyth,3530 DAYLON DR-4/20/2018-184000,2018,4,2018-4
9448,2277,2020,2020,158.5024155,"$360,910 ",13117130512,Cumming,3530 FAULKNER ST-8/13/2020-360910,2020,8,2020-8
9449,3516,2022,2022,213.9960182,"$752,410 ",13117130508,Cumming,3530 FLAGSHIP RD-10/21/2022-752410,2022,10,2022-10
9450,3026,2018,2018,126.9001983,"$384,000 ",13117130302,West Forsyth,3530 GARDENSIDE CT-8/10/2018-384000,2018,8,2018-8
9451,4386,2018,2001,119.6762426,"$524,900 ",13117130607,South Forsyth,3530 HORIZON CT-10/17/2018-524900,2018,10,2018-10
9452,2973,2018,2014,139.556004,"$414,900 ",13117130614,South Forsyth,3530 KISSELL DR-4/13/2018-414900,2018,4,2018-4
9453,3143,2020,2020,139.0470888,"$437,025 ",13117130304,West Forsyth,3530 OXFORD PARK LN-8/25/2020-437025,2020,8,2020-8
9454,4052,2019,2019,136.4913623,"$553,063 ",13117130307,West Forsyth,3530 PARKLAND WAY-5/3/2019-553063,2019,5,2019-5
9455,2987,2020,2020,165.7181118,"$495,000 ",13117130301,West Forsyth,3530 PLEASANT GROVE RD-12/3/2020-495000,2020,12,2020-12
9456,3792,2022,2015,184.5991561,"$700,000 ",13117130301,West Forsyth,3530 PLEASANT SPRINGS DR-9/15/2022-700000,2022,9,2022-9
9457,3342,2022,2022,202.6017355,"$677,095 ",13117130412,North Forsyth,3530 RANIER WAY-10/21/2022-677095,2022,10,2022-10
9458,1799,2018,1995,155.6420233,"$280,000 ",13117130414,West Forsyth,3530 ROSEWICKE DR-10/12/2018-280000,2018,10,2018-10
9459,2644,2021,2021,140.714826,"$372,050 ",13117130301,West Forsyth,3530 SUMMERPOINT XING-6/15/2021-372050,2021,6,2021-6
9460,2092,2021,2020,177.7390057,"$371,830 ",13117130307,West Forsyth,3530 TOWNLEY LN-1/14/2021-371830,2021,1,2021-1
9461,3801,2018,2018,133.7918969,"$508,543 ",13117130307,West Forsyth,3530 VALLEYWAY RD-8/14/2018-508543,2018,8,2018-8
9462,1932,2020,1996,126.8115942,"$245,000 ",13117130301,West Forsyth,3530 WAKE ROBIN WAY-4/7/2020-245000,2020,4,2020-4
9463,4276,2021,2020,526.777362,"$2,252,500 ",13117130304,West Forsyth,3530 WATSONS BND-10/15/2021-2252500,2021,10,2021-10
9464,3470,2018,2018,113.184438,"$392,750 ",13117130307,West Forsyth,3530 WESTHAVEN DR-7/25/2018-392750,2018,7,2018-7
9465,1436,2018,1901,97.49303621,"$140,000 ",13117130410,Cumming,3531 CASTLEBERRY RD-6/1/2018-140000,2018,6,2018-6
9466,1288,2022,1955,323.6063665,"$416,805 ",13117130410,Cumming,3534 CASTLEBERRY RD-8/15/2022-416805,2022,8,2022-8
9467,1036,2020,1998,183.3976834,"$190,000 ",13117130504,Cumming,3535 AUBURN DR-7/17/2020-190000,2020,7,2020-7
9468,1036,2018,1998,159.2664093,"$165,000 ",13117130504,Cumming,3535 AUBURN DR-10/26/2018-165000,2018,10,2018-10
9469,2381,2018,2005,112.347753,"$267,500 ",13117130302,West Forsyth,3535 BALLYBANDON CT-5/17/2018-267500,2018,5,2018-5
9470,1234,2022,1964,226.904376,"$280,000 ",13117130504,Cumming,3535 BEAVER COVE RD-1/20/2022-280000,2022,1,2022-1
9471,1234,2019,1964,143.3549433,"$176,900 ",13117130504,Cumming,3535 BEAVER COVE RD-1/8/2019-176900,2019,1,2019-1
9472,2148,2021,1986,162.7094972,"$349,500 ",13117130508,Cumming,3535 CANON CREEK DR-6/18/2021-349500,2021,6,2021-6
9473,2148,2018,1986,124.301676,"$267,000 ",13117130508,Cumming,3535 CANON CREEK DR-3/30/2018-267000,2018,3,2018-3
9474,2654,2020,1987,141.2961567,"$375,000 ",13117130506,Cumming,3535 CHATTAHOOCHEE RD-9/28/2020-375000,2020,9,2020-9
9475,2336,2020,1989,147.260274,"$344,000 ",13117130307,West Forsyth,3535 COVE CREEK CT-12/21/2020-344000,2020,12,2020-12
9476,2271,2022,2004,277.4108322,"$630,000 ",13117130305,West Forsyth,3535 DAVYNE BND-5/4/2022-630000,2022,5,2022-5
9477,2271,2022,2004,261.9991193,"$595,000 ",13117130305,West Forsyth,3535 DAVYNE BND-3/15/2022-595000,2022,3,2022-3
9478,2277,2020,2020,160.5006588,"$365,460 ",13117130512,Cumming,3535 FAULKNER ST-9/30/2020-365460,2020,9,2020-9
9479,3665,2020,2019,395.6343793,"$1,450,000 ",13117130304,West Forsyth,3535 GRANTON ST-8/24/2020-1450000,2020,8,2020-8
9480,2196,2020,1956,141.1657559,"$310,000 ",13117130304,West Forsyth,3535 HAMBY RD-9/16/2020-310000,2020,9,2020-9
9481,3177,2019,1997,141.6430595,"$450,000 ",13117130508,Cumming,3535 HIDDEN LAKE DR-8/26/2019-450000,2019,8,2019-8
9482,2345,2022,2018,255.8635394,"$600,000 ",13117130506,Cumming,3535 HOLTZCLAW RD-2/11/2022-600000,2022,2,2022-2
9483,2345,2018,2018,21.32196162,"$50,000 ",13117130506,Cumming,3535 HOLTZCLAW RD-6/13/2018-50000,2018,6,2018-6
9484,2672,2020,2002,155.3143713,"$415,000 ",13117130506,Cumming,3535 HYACINTH WAY-9/11/2020-415000,2020,9,2020-9
9485,1242,2018,1983,143.3172303,"$178,000 ",13117130307,West Forsyth,3535 LAKESIDE LN-11/14/2018-178000,2018,11,2018-11
9486,3675,2021,2021,197.0394558,"$724,120 ",13117130412,North Forsyth,3535 MONTEBELLO PKWY-10/19/2021-724120,2021,10,2021-10
9487,500,2022,1973,150.0,"$75,000 ",13117130301,West Forsyth,3535 PLEASANT OAKS CIR-11/16/2022-75000,2022,11,2022-11
9488,3440,2022,2022,216.5973837,"$745,095 ",13117130412,North Forsyth,3535 RANIER WAY-11/23/2022-745095,2022,11,2022-11
9489,3407,2021,2021,141.2753155,"$481,325 ",13117130301,West Forsyth,3535 SUMMERPOINT XING-8/18/2021-481325,2021,8,2021-8
9490,2173,2019,2019,159.5577543,"$346,719 ",13117130307,West Forsyth,3535 TOWNLEY LN-5/21/2019-346719,2019,5,2019-5
9491,3070,2019,2017,147.9094463,"$454,082 ",13117130410,Cumming,3535 TROWBRIDGE DR-1/28/2019-454082,2019,1,2019-1
9492,1881,2020,2001,159.4896332,"$300,000 ",13117130507,Cumming,3535 WINDRIDGE CT-12/17/2020-300000,2020,12,2020-12
9493,2580,2021,2003,129.8449612,"$335,000 ",13117130414,West Forsyth,3538 OLD TOWNE LN-3/31/2021-335000,2021,3,2021-3
9494,1639,2020,2003,118.6699207,"$194,500 ",13117130410,Cumming,354 AZALEA CIR-4/29/2020-194500,2020,4,2020-4
9495,893,2019,1998,184.6584546,"$164,900 ",13117130504,Cumming,3540 AUBURN DR-4/17/2019-164900,2019,4,2019-4
9496,1995,2019,2005,165.4135338,"$330,000 ",13117130302,West Forsyth,3540 BALLYBANDON CT-7/11/2019-330000,2019,7,2019-7
9497,2213,2020,1994,160.6416629,"$355,500 ",13117130606,South Forsyth,3540 BARDFIELD CT-4/2/2020-355500,2020,4,2020-4
9498,1863,2019,2018,146.8062265,"$273,500 ",13117130504,Cumming,3540 BEAVER COVE RD-3/15/2019-273500,2019,3,2019-3
9499,1863,2018,2018,12.07729469,"$22,500 ",13117130504,Cumming,3540 BEAVER COVE RD-8/15/2018-22500,2018,8,2018-8
9500,4233,2019,2005,99.66950154,"$421,901 ",13117130604,South Forsyth,3540 CANEY CREEK LN-3/5/2019-421901,2019,3,2019-3
9501,2106,2020,2015,122.5071225,"$258,000 ",13117130410,Cumming,3540 CASTLEBERRY VILLAGE CIR 21-8/21/2020-258000,2020,8,2020-8
9502,1405,2018,2010,179.3594306,"$252,000 ",13117130205,North Forsyth,3540 DAHLONEGA HWY-10/30/2018-252000,2018,10,2018-10
9503,2204,2021,2002,147.4591652,"$325,000 ",13117130507,Cumming,3540 DEEP COVE DR-8/17/2021-325000,2021,8,2021-8
9504,2277,2020,2020,156.9499341,"$357,375 ",13117130512,Cumming,3540 FAULKNER ST-9/25/2020-357375,2020,9,2020-9
9505,1200,2019,1976,157.5,"$189,000 ",13117130307,West Forsyth,3540 LAKESIDE LN-11/7/2019-189000,2019,11,2019-11
9506,1638,2020,1995,149.5726496,"$245,000 ",13117130301,West Forsyth,3540 OWL BROW CT-10/29/2020-245000,2020,10,2020-10
9507,3192,2020,2020,132.0567043,"$421,525 ",13117130304,West Forsyth,3540 OXFORD PARK LN-8/28/2020-421525,2020,8,2020-8
9508,3707,2021,2015,213.1103318,"$790,000 ",13117130606,South Forsyth,3540 PADDOCKS PKWY-10/15/2021-790000,2021,10,2021-10
9509,2927,2019,2018,179.3645371,"$525,000 ",13117130301,West Forsyth,3540 PLEASANT GROVE RD-9/26/2019-525000,2019,9,2019-9
9510,2393,2021,1999,211.0321772,"$505,000 ",13117130301,West Forsyth,3540 POLLYS BLF-7/12/2021-505000,2021,7,2021-7
9511,3166,2019,1999,148.4523057,"$470,000 ",13117130508,Cumming,3540 RIVER CLUB DR-5/6/2019-470000,2019,5,2019-5
9512,3184,2021,2021,115.0015704,"$366,165 ",13117130301,West Forsyth,3540 SUMMERPOINT XING-4/8/2021-366165,2021,4,2021-4
9513,884,2018,1961,294.1176471,"$260,000 ",13117130504,Cumming,3540 TATE LN-6/26/2018-260000,2018,6,2018-6
9514,2807,2021,2018,188.8136801,"$530,000 ",13117130307,West Forsyth,3540 TOWNLEY LN-12/21/2021-530000,2021,12,2021-12
9515,2807,2019,2018,130.0320627,"$365,000 ",13117130307,West Forsyth,3540 TOWNLEY LN-5/22/2019-365000,2019,5,2019-5
9516,2104,2021,2015,140.6844106,"$296,000 ",13117130410,Cumming,3540 VILLAGE ENCLAVE LN 123-5/12/2021-296000,2021,5,2021-5
9517,2104,2018,2015,118.8212928,"$250,000 ",13117130410,Cumming,3540 VILLAGE ENCLAVE LN 123-9/20/2018-250000,2018,9,2018-9
9518,3664,2018,2003,88.70087336,"$325,000 ",13117130414,West Forsyth,3541 OLD TOWNE LN-4/30/2018-325000,2018,4,2018-4
9519,2104,2019,2015,122.6235741,"$258,000 ",13117130410,Cumming,3542 VILLAGE ENCLAVE LN 124-6/20/2019-258000,2019,6,2019-6
9520,3422,2022,2022,212.377557,"$726,756 ",13117130301,West Forsyth,3545 BRYNHURST DR-4/7/2022-726756,2022,4,2022-4
9521,1164,2022,1997,249.1408935,"$290,000 ",13117130504,Cumming,3545 CONTINENTAL DR-10/24/2022-290000,2022,10,2022-10
9522,2310,2022,2005,245.8874459,"$568,000 ",13117130305,West Forsyth,3545 DAVYNE BND-9/12/2022-568000,2022,9,2022-9
9523,2310,2018,2005,145.021645,"$335,000 ",13117130305,West Forsyth,3545 DAVYNE BND-9/14/2018-335000,2018,9,2018-9
9524,1552,2018,1985,141.7525773,"$220,000 ",13117130301,West Forsyth,3545 DAYLON DR-8/17/2018-220000,2018,8,2018-8
9525,1881,2019,2000,121.2121212,"$228,000 ",13117130507,Cumming,3545 DEEP COVE DR-3/22/2019-228000,2019,3,2019-3
9526,2076,2020,1995,199.9036609,"$415,000 ",13117130604,South Forsyth,3545 EVONVALE GLN-12/28/2020-415000,2020,12,2020-12
9527,2332,2018,1995,165.0943396,"$385,000 ",13117130604,South Forsyth,3545 EVONVALE OVLK-8/10/2018-385000,2018,8,2018-8
9528,2332,2020,1995,153.9451115,"$359,000 ",13117130604,South Forsyth,3545 EVONVALE OVLK-2/28/2020-359000,2020,2,2020-2
9529,2914,2021,2006,160.2608099,"$467,000 ",13117130506,Cumming,3545 FALLING LEAF LN-11/5/2021-467000,2021,11,2021-11
9530,2277,2020,2020,167.9600351,"$382,445 ",13117130512,Cumming,3545 FAULKNER ST-12/4/2020-382445,2020,12,2020-12
9531,5054,2022,2021,353.1658093,"$1,784,900 ",13117130304,West Forsyth,3545 GRANTON ST-6/30/2022-1784900,2022,6,2022-6
9532,2811,2020,1997,176.8054073,"$497,000 ",13117130508,Cumming,3545 HIDDEN LAKE DR-6/17/2020-497000,2020,6,2020-6
9533,3323,2022,2001,278.3629251,"$925,000 ",13117130607,South Forsyth,3545 HORIZON CT-6/8/2022-925000,2022,6,2022-6
9534,3323,2019,2001,166.7168221,"$554,000 ",13117130607,South Forsyth,3545 HORIZON CT-6/7/2019-554000,2019,6,2019-6
9535,1920,2020,1995,171.875,"$330,000 ",13117130606,South Forsyth,3545 LAKEHEATH DR-7/24/2020-330000,2020,7,2020-7
9536,3134,2021,2021,243.299298,"$762,500 ",13117130412,North Forsyth,3545 MONTEBELLO PKWY-9/29/2021-762500,2021,9,2021-9
9537,1976,2018,2002,134.3623482,"$265,500 ",13117130414,West Forsyth,3545 OLD TOWNE LN-8/15/2018-265500,2018,8,2018-8
9538,2433,2022,1995,183.3127826,"$446,000 ",13117130414,West Forsyth,3545 ROSEWICKE DR-3/17/2022-446000,2022,3,2022-3
9539,1909,2022,1997,275.0130959,"$525,000 ",13117130508,Cumming,3545 SILVER VISTA CT-11/22/2022-525000,2022,11,2022-11
9540,1909,2018,1997,172.8129911,"$329,900 ",13117130508,Cumming,3545 SILVER VISTA CT-11/29/2018-329900,2018,11,2018-11
9541,3269,2021,2021,164.0532273,"$536,290 ",13117130301,West Forsyth,3545 SUMMERPOINT XING-10/28/2021-536290,2021,10,2021-10
9542,2117,2018,2018,157.8615966,"$334,193 ",13117130307,West Forsyth,3545 TOWNLEY LN-11/9/2018-334193,2018,11,2018-11
9543,2316,2018,2018,165.8031088,"$384,000 ",13117130410,Cumming,3545 TROWBRIDGE DR-4/17/2018-384000,2018,4,2018-4
9544,2028,2019,2015,127.2189349,"$258,000 ",13117130410,Cumming,3546 VILLAGE ENCLAVE LN 126-9/12/2019-258000,2019,9,2019-9
9545,3230,2020,1970,89.78328173,"$290,000 ",13117130410,Cumming,355 CAMBRIDGE DR-11/4/2020-290000,2020,11,2020-11
9546,1684,2021,1971,239.0142518,"$402,500 ",13117130602,South Forsyth,355 TIDWELL CIR-2/12/2021-402500,2021,2,2021-2
9547,2758,2021,1996,203.0456853,"$560,000 ",13117130604,South Forsyth,355 WHITE ROSE TRCE-8/6/2021-560000,2021,8,2021-8
9548,3516,2021,1982,353.5622867,"$1,243,125 ",13117130508,Cumming,3550 ALEXANDER CIR-7/19/2021-1243125,2021,7,2021-7
9549,1558,2021,1985,160.4621309,"$250,000 ",13117130301,West Forsyth,3550 DAYLON DR-6/17/2021-250000,2021,6,2021-6
9550,1977,2018,1995,164.3904906,"$325,000 ",13117130604,South Forsyth,3550 EVONVALE OVLK-6/13/2018-325000,2018,6,2018-6
9551,3088,2020,2006,102.007772,"$315,000 ",13117130506,Cumming,3550 FALLING LEAF LN-8/21/2020-315000,2020,8,2020-8
9552,2842,2020,2020,133.7280084,"$380,055 ",13117130512,Cumming,3550 FAULKNER ST-8/21/2020-380055,2020,8,2020-8
9553,3426,2018,2018,119.0548745,"$407,882 ",13117130302,West Forsyth,3550 GARDENSIDE CT-9/24/2018-407882,2018,9,2018-9
9554,3619,2018,2001,127.1069356,"$460,000 ",13117130607,South Forsyth,3550 HORIZON CT-8/23/2018-460000,2018,8,2018-8
9555,3187,2021,2021,181.9579542,"$579,900 ",13117130304,West Forsyth,3550 OXFORD PARK LN-7/29/2021-579900,2021,7,2021-7
9556,4144,2022,2021,193.0260618,"$799,900 ",13117130301,West Forsyth,3550 PLEASANT GROVE RD-4/29/2022-799900,2022,4,2022-4
9557,3975,2020,1999,171.0691824,"$680,000 ",13117130410,Cumming,3550 ROLLINS RD-2/28/2020-680000,2020,2,2020-2
9558,2122,2021,1998,188.0301602,"$399,000 ",13117130508,Cumming,3550 SILVER VISTA CT-3/29/2021-399000,2021,3,2021-3
9559,3457,2019,1965,332.6583743,"$1,150,000 ",13117130504,Cumming,3550 STRAWBERRY LN-8/19/2019-1150000,2019,8,2019-8
9560,2879,2019,2018,125.0434179,"$360,000 ",13117130301,West Forsyth,3550 SUMMERPOINT XING-2/14/2019-360000,2019,2,2019-2
9561,2460,2020,1989,154.8780488,"$381,000 ",13117130507,Cumming,3550 SWEETWATER DR-9/11/2020-381000,2020,9,2020-9
9562,2295,2019,2019,155.4440087,"$356,744 ",13117130307,West Forsyth,3550 TOWNLEY LN-4/26/2019-356744,2019,4,2019-4
9563,3175,2018,2017,147.864252,"$469,469 ",13117130307,West Forsyth,3550 VALLEYWAY RD-3/15/2018-469469,2018,3,2018-3
9564,1320,2020,1996,166.6666667,"$220,000 ",13117130202,North Forsyth,3550 WOFFORD DR-7/15/2020-220000,2020,7,2020-7
9565,2208,2022,2015,153.9855072,"$340,000 ",13117130410,Cumming,3552 VILLAGE ENCLAVE LN 129-1/19/2022-340000,2022,1,2022-1
9566,1819,2021,2002,166.4376031,"$302,750 ",13117130414,West Forsyth,3553 OLD TOWNE LN-2/25/2021-302750,2021,2,2021-2
9567,1888,2022,1993,286.8628178,"$541,597 ",13117130410,Cumming,3554 CASTLEBERRY RD-8/15/2022-541597,2022,8,2022-8
9568,3608,2021,2020,276.8569845,"$998,900 ",13117130304,West Forsyth,3554 GRANTON ST-5/10/2021-998900,2021,5,2021-5
9569,3608,2020,2020,52.63303769,"$189,900 ",13117130304,West Forsyth,3554 GRANTON ST-4/13/2020-189900,2020,4,2020-4
9570,2510,2019,2004,110.7569721,"$278,000 ",13117130301,West Forsyth,3555 BRIDGESHAW DR-8/20/2019-278000,2019,8,2019-8
9571,2608,2021,1997,224.309816,"$585,000 ",13117130606,South Forsyth,3555 BRIDLE CREEK DR-4/28/2021-585000,2021,4,2021-4
9572,1990,2020,1991,151.758794,"$302,000 ",13117130307,West Forsyth,3555 COVE CREEK CT-5/29/2020-302000,2020,5,2020-5
9573,2289,2022,2005,271.2975098,"$621,000 ",13117130305,West Forsyth,3555 DAVYNE BND-6/6/2022-621000,2022,6,2022-6
9574,1881,2019,2000,120.414673,"$226,500 ",13117130507,Cumming,3555 DEEP COVE DR-4/12/2019-226500,2019,4,2019-4
9575,3892,2022,2019,411.0996917,"$1,600,000 ",13117130304,West Forsyth,3555 GRANTON ST-10/18/2022-1600000,2022,10,2022-10
9576,3892,2021,2019,372.5590956,"$1,450,000 ",13117130304,West Forsyth,3555 GRANTON ST-4/23/2021-1450000,2021,4,2021-4
9577,3892,2020,2019,353.2887975,"$1,375,000 ",13117130304,West Forsyth,3555 GRANTON ST-10/2/2020-1375000,2020,10,2020-10
9578,2817,2020,2001,189.9183529,"$535,000 ",13117130607,South Forsyth,3555 HORIZON CT-8/25/2020-535000,2020,8,2020-8
9579,1454,2021,1998,165.0618982,"$240,000 ",13117130410,Cumming,3555 MAGNOLIA WALK TRL-12/8/2021-240000,2021,12,2021-12
9580,3269,2021,2021,244.7231569,"$800,000 ",13117130412,North Forsyth,3555 MONTEBELLO PKWY-10/13/2021-800000,2021,10,2021-10
9581,3456,2020,2020,128.551794,"$444,275 ",13117130304,West Forsyth,3555 OXFORD PARK LN-8/31/2020-444275,2020,8,2020-8
9582,3156,2021,1999,196.4512041,"$620,000 ",13117130606,South Forsyth,3555 PREAKNESS LN-6/30/2021-620000,2021,6,2021-6
9583,3699,2022,2022,194.3600973,"$718,938 ",13117130412,North Forsyth,3555 RANIER WAY-12/19/2022-718938,2022,12,2022-12
9584,2764,2021,2021,152.7803907,"$422,285 ",13117130301,West Forsyth,3555 SUMMERPOINT XING-7/15/2021-422285,2021,7,2021-7
9585,2247,2021,2018,164.6639964,"$370,000 ",13117130307,West Forsyth,3555 TOWNLEY LN-1/13/2021-370000,2021,1,2021-1
9586,2247,2019,2018,153.0885625,"$343,990 ",13117130307,West Forsyth,3555 TOWNLEY LN-3/18/2019-343990,2019,3,2019-3
9587,2789,2019,2018,134.4567946,"$375,000 ",13117130410,Cumming,3555 TROWBRIDGE DR-8/6/2019-375000,2019,8,2019-8
