,Square Ft,year_sale,year_blt,price_sf,Sale Price,GEOID,Sub_geo,unique_ID,year,month,year-month
16195,3210,2019,2017,129.2834891,"$415,000 ",13117130601,West Forsyth,4740 SHILOH VALLEY RD-3/29/2019-415000,2019,3,2019-3
16196,3580,2019,2002,152.2346369,"$545,000 ",13117130508,Cumming,4740 SPRING WOOD TRCE-8/30/2019-545000,2019,8,2019-8
16197,3580,2018,2018,128.3189944,"$459,382 ",13117130406,Cumming,4740 TOVERO PASS-8/30/2018-459382,2018,8,2018-8
16198,3084,2021,2021,146.2386511,"$451,000 ",13117130307,West Forsyth,4740 WATKINS POINTE LN-3/21/2021-451000,2021,3,2021-3
16199,3299,2020,2020,133.0651713,"$438,982 ",13117130307,West Forsyth,4740 WATKINS WAY-9/23/2020-438982,2020,9,2020-9
16200,3454,2019,2018,125.7565142,"$434,363 ",13117130307,West Forsyth,4740 WINTERFIELD PASS-5/24/2019-434363,2019,5,2019-5
16201,2830,2020,2017,137.9858657,"$390,500 ",13117130302,West Forsyth,4745 ALEXANDRIA AVE-8/14/2020-390500,2020,8,2020-8
16202,2830,2018,2017,128.9399293,"$364,900 ",13117130302,West Forsyth,4745 ALEXANDRIA AVE-1/16/2018-364900,2018,1,2018-1
16203,2112,2019,2019,123.0587121,"$259,900 ",13117130202,North Forsyth,4745 ALFORD CMN-7/26/2019-259900,2019,7,2019-7
16204,2286,2018,1996,110.2362205,"$252,000 ",13117130305,West Forsyth,4745 AMELIA AVE-10/5/2018-252000,2018,10,2018-10
16205,3029,2021,1993,207.3142951,"$627,955 ",13117130610,South Forsyth,4745 ASHWELL LN-9/29/2021-627955,2021,9,2021-9
16206,3872,2020,2016,101.7561983,"$394,000 ",13117130205,North Forsyth,4745 BELCREST WAY-8/21/2020-394000,2020,8,2020-8
16207,2887,2021,2021,158.5372359,"$457,697 ",13117130307,West Forsyth,4745 BELLEHURST LN-4/30/2021-457697,2021,4,2021-4
16208,2231,2020,2004,152.3980278,"$340,000 ",13117130301,West Forsyth,4745 BRYN RIDGE CT-8/25/2020-340000,2020,8,2020-8
16209,3616,2018,2018,121.102323,"$437,906 ",13117130406,Cumming,4745 CREMELLO CIR-10/30/2018-437906,2018,10,2018-10
16210,2488,2021,2021,203.3561093,"$505,950 ",13117130202,North Forsyth,4745 DOWN SETTING RD-3/19/2021-505950,2021,3,2021-3
16211,2606,2019,1996,150.5755948,"$392,400 ",13117130610,South Forsyth,4745 FONTWELL CT-5/2/2019-392400,2019,5,2019-5
16212,2258,2022,2010,178.9193977,"$404,000 ",13117130205,North Forsyth,4745 FOURTH RAIL LN-9/27/2022-404000,2022,9,2022-9
16213,2706,2018,1995,138.5809313,"$375,000 ",13117130305,West Forsyth,4745 HAMPTONS DR-9/27/2018-375000,2018,9,2018-9
16214,2509,2019,1994,138.3021124,"$347,000 ",13117130615,South Forsyth,4745 HARDWICK CT-10/31/2019-347000,2019,10,2019-10
16215,2020,2022,2006,216.5841584,"$437,500 ",13117130204,North Forsyth,4745 HOPEWELL MANOR DR-5/26/2022-437500,2022,5,2022-5
16216,2020,2019,2006,130.1980198,"$263,000 ",13117130204,North Forsyth,4745 HOPEWELL MANOR DR-6/20/2019-263000,2019,6,2019-6
16217,1982,2020,1975,255.2976791,"$506,000 ",13117130204,North Forsyth,4745 HOPEWELL RD-3/20/2020-506000,2020,3,2020-3
16218,2558,2022,2008,179.8279906,"$460,000 ",13117130204,North Forsyth,4745 LEATHERSTONE WAY-8/11/2022-460000,2022,8,2022-8
16219,3109,2019,2014,156.8028305,"$487,500 ",13117130307,West Forsyth,4745 LOWELL CT-4/22/2019-487500,2019,4,2019-4
16220,2509,2020,2002,169.3901953,"$425,000 ",13117130414,West Forsyth,4745 LUKE DR-8/7/2020-425000,2020,8,2020-8
16221,2132,2018,2018,121.435272,"$258,900 ",13117130202,North Forsyth,4745 MARCO LN-6/22/2018-258900,2018,6,2018-6
16222,2873,2019,2002,165.3324052,"$475,000 ",13117130410,Cumming,4745 MCINTOSH DR-7/19/2019-475000,2019,7,2019-7
16223,2093,2022,2003,308.1700908,"$645,000 ",13117130414,West Forsyth,4745 NORTHRIDGE DR-5/16/2022-645000,2022,5,2022-5
16224,1236,2018,1974,172.3300971,"$213,000 ",13117130406,Cumming,4745 OAK GROVE DR-10/26/2018-213000,2018,10,2018-10
16225,3353,2022,2018,246.0483149,"$825,000 ",13117130304,West Forsyth,4745 RANDALL WALK-7/18/2022-825000,2022,7,2022-7
16226,3353,2020,2018,161.0199821,"$539,900 ",13117130304,West Forsyth,4745 RANDALL WALK-7/15/2020-539900,2020,7,2020-7
16227,3353,2018,2018,154.4885177,"$518,000 ",13117130304,West Forsyth,4745 RANDALL WALK-11/9/2018-518000,2018,11,2018-11
16228,3827,2018,2018,117.6310426,"$450,174 ",13117130406,Cumming,4745 SABINO BND-12/12/2018-450174,2018,12,2018-12
16229,2540,2020,2020,150.5570866,"$382,415 ",13117130301,West Forsyth,4745 SANDY CREEK DR-11/19/2020-382415,2020,11,2020-11
16230,2931,2020,2006,120.7778915,"$354,000 ",13117130601,West Forsyth,4745 SHILOH SPRINGS RD-9/3/2020-354000,2020,9,2020-9
16231,2739,2021,2021,154.0051114,"$421,820 ",13117130301,West Forsyth,4745 SHIPLEY AVE-12/14/2021-421820,2021,12,2021-12
16232,3552,2018,2018,127.0723536,"$451,361 ",13117130406,Cumming,4745 TOVERO PASS-9/21/2018-451361,2018,9,2018-9
16233,2370,2021,1992,257.3839662,"$610,000 ",13117130610,South Forsyth,4745 VERONICA CT-10/20/2021-610000,2021,10,2021-10
16234,3130,2022,2019,148.5623003,"$465,000 ",13117130204,North Forsyth,4745 WAGON TRL-1/11/2022-465000,2022,1,2022-1
16235,3130,2019,2019,96.09616613,"$300,781 ",13117130204,North Forsyth,4745 WAGON TRL-4/28/2019-300781,2019,4,2019-4
16236,3000,2020,2020,125.5283333,"$376,585 ",13117130307,West Forsyth,4745 WATKINS POINTE LN-10/14/2020-376585,2020,10,2020-10
16237,1836,2022,1973,206.9716776,"$380,000 ",13117130303,West Forsyth,4745 WATSON RD-7/15/2022-380000,2022,7,2022-7
16238,1606,2022,1998,247.8206725,"$398,000 ",13117130303,West Forsyth,4745 WIDGEON WAY-6/2/2022-398000,2022,6,2022-6
16239,3105,2021,2013,157.8099839,"$490,000 ",13117130609,South Forsyth,475 ELDRIDGE DR-4/2/2021-490000,2021,4,2021-4
16240,2080,2021,2005,174.7596154,"$363,500 ",13117130601,West Forsyth,475 GRAYSON WAY-7/2/2021-363500,2021,7,2021-7
16241,2080,2019,2005,118.75,"$247,000 ",13117130601,West Forsyth,475 GRAYSON WAY-2/22/2019-247000,2019,2,2019-2
16242,3050,2022,2012,281.9672131,"$860,000 ",13117130609,South Forsyth,475 LINDEN CT-6/30/2022-860000,2022,6,2022-6
16243,3140,2020,2010,127.388535,"$400,000 ",13117130601,West Forsyth,475 WAKEFIELD BLUFF CT-6/29/2020-400000,2020,6,2020-6
16244,3647,2018,2018,124.7101727,"$454,818 ",13117130601,West Forsyth,475 WESTON WALK-4/30/2018-454818,2018,4,2018-4
16245,3561,2020,2016,120.1909576,"$428,000 ",13117130302,West Forsyth,4750 ALEXANDRIA AVE-7/30/2020-428000,2020,7,2020-7
16246,2132,2019,2019,121.9043152,"$259,900 ",13117130202,North Forsyth,4750 ALFORD CMNS-6/19/2019-259900,2019,6,2019-6
16247,2549,2018,2017,139.2703021,"$355,000 ",13117130305,West Forsyth,4750 AMBLE TRCE-1/17/2018-355000,2018,1,2018-1
16248,2072,2020,1994,166.5057915,"$345,000 ",13117130305,West Forsyth,4750 ANSLEY LN-9/14/2020-345000,2020,9,2020-9
16249,2072,2019,1994,147.8764479,"$306,400 ",13117130305,West Forsyth,4750 ANSLEY LN-4/19/2019-306400,2019,4,2019-4
16250,3230,2018,2005,128.7925697,"$416,000 ",13117130411,North Forsyth,4750 ARBOR MEADOWS DR-2/28/2018-416000,2018,2,2018-2
16251,3197,2019,1994,137.6290272,"$440,000 ",13117130610,South Forsyth,4750 ASHWELL LN-9/20/2019-440000,2019,9,2019-9
16252,3302,2021,2020,155.9660812,"$515,000 ",13117130307,West Forsyth,4750 BELLEHURST LN-3/29/2021-515000,2021,3,2021-3
16253,3771,2019,2018,124.5221427,"$469,573 ",13117130406,Cumming,4750 CREMELLO CIR-1/24/2019-469573,2019,1,2019-1
16254,3026,2018,2018,146.9596827,"$444,700 ",13117130302,West Forsyth,4750 DANBURY FARMS DR-9/25/2018-444700,2018,9,2018-9
16255,2878,2022,2021,176.095205,"$506,802 ",13117130301,West Forsyth,4750 FALLS RIVER DR-1/28/2022-506802,2022,1,2022-1
16256,3078,2021,2021,181.9363223,"$560,000 ",13117130202,North Forsyth,4750 FIELDS BRIDGE RD-11/3/2021-560000,2021,11,2021-11
16257,2766,2018,2018,102.9855387,"$284,858 ",13117130204,North Forsyth,4750 FRONTIER DR-10/26/2018-284858,2018,10,2018-10
16258,2276,2020,2005,122.8031634,"$279,500 ",13117130604,South Forsyth,4750 HASTINGS TER-4/10/2020-279500,2020,4,2020-4
16259,3456,2021,2006,158.7962963,"$548,800 ",13117130607,South Forsyth,4750 HEATHCLIFF WAY-7/30/2021-548800,2021,7,2021-7
16260,2791,2018,2018,134.3568613,"$374,990 ",13117130305,West Forsyth,4750 HERSHEL ST-12/7/2018-374990,2018,12,2018-12
16261,2440,2021,2018,130.942623,"$319,500 ",13117130202,North Forsyth,4750 MARCO LN-5/28/2021-319500,2021,5,2021-5
16262,2440,2018,2018,109.3852459,"$266,900 ",13117130202,North Forsyth,4750 MARCO LN-5/11/2018-266900,2018,5,2018-5
16263,2914,2020,2016,108.4420041,"$316,000 ",13117130205,North Forsyth,4750 ORCHARD PARK LN-7/16/2020-316000,2020,7,2020-7
16264,3039,2018,2018,118.8956894,"$361,324 ",13117130406,Cumming,4750 SABINO BND-3/28/2018-361324,2018,3,2018-3
16265,2958,2020,2020,138.2674104,"$408,995 ",13117130301,West Forsyth,4750 SANDY CREEK DR-12/11/2020-408995,2020,12,2020-12
16266,2907,2018,2005,119.7110423,"$348,000 ",13117130601,West Forsyth,4750 SHILOH SPRINGS RD-6/13/2018-348000,2018,6,2018-6
16267,2982,2021,2020,147.2015426,"$438,955 ",13117130307,West Forsyth,4750 WATKINS POINTE LN-3/24/2021-438955,2021,3,2021-3
16268,3165,2021,2020,141.4739336,"$447,765 ",13117130307,West Forsyth,4750 WATKINS WAY-1/27/2021-447765,2021,1,2021-1
16269,1823,2020,1995,183.763028,"$335,000 ",13117130305,West Forsyth,4750 WEXFORD DR-10/16/2020-335000,2020,10,2020-10
16270,2936,2021,2013,214.5776567,"$630,000 ",13117130307,West Forsyth,4750 WINTERFIELD PASS-11/12/2021-630000,2021,11,2021-11
16271,1118,2018,1981,62.6118068,"$70,000 ",13117130410,Cumming,4754 CASTLEBERRY RD-1/12/2018-70000,2018,1,2018-1
16272,2460,2020,2020,118.6585366,"$291,900 ",13117130202,North Forsyth,4755 ALFORD CMN-6/10/2020-291900,2020,6,2020-6
16273,2475,2021,2014,166.4646465,"$412,000 ",13117130205,North Forsyth,4755 BALDWIN DR-12/28/2021-412000,2021,12,2021-12
16274,2475,2018,2014,111.0707071,"$274,900 ",13117130205,North Forsyth,4755 BALDWIN DR-10/5/2018-274900,2018,10,2018-10
16275,3187,2019,2014,100.4079071,"$320,000 ",13117130205,North Forsyth,4755 BELCREST WAY-2/25/2019-320000,2019,2,2019-2
16276,2887,2021,2021,156.7336335,"$452,490 ",13117130307,West Forsyth,4755 BELLEHURST LN-7/23/2021-452490,2021,7,2021-7
16277,3632,2020,2019,113.5490088,"$412,410 ",13117130305,West Forsyth,4755 COLUMBIA ST-4/16/2020-412410,2020,4,2020-4
16278,3578,2019,2018,133.0371716,"$476,007 ",13117130406,Cumming,4755 CREMELLO CIR-2/20/2019-476007,2019,2,2019-2
16279,2878,2022,2021,172.8617095,"$497,496 ",13117130301,West Forsyth,4755 FALLS RIVER DR-1/24/2022-497496,2022,1,2022-1
16280,3432,2021,2021,190.2229021,"$652,845 ",13117130202,North Forsyth,4755 FIELDS BRIDGE RD-12/13/2021-652845,2021,12,2021-12
16281,3611,2022,2010,135.4195514,"$489,000 ",13117130205,North Forsyth,4755 FOURTH RAIL LN-8/19/2022-489000,2022,8,2022-8
16282,3611,2019,2010,86.40265854,"$312,000 ",13117130205,North Forsyth,4755 FOURTH RAIL LN-8/9/2019-312000,2019,8,2019-8
16283,1352,2019,1976,177.5147929,"$240,000 ",13117130504,Cumming,4755 FOWLER DR-6/3/2019-240000,2019,6,2019-6
16284,2997,2018,2018,94.05805806,"$281,892 ",13117130204,North Forsyth,4755 FRONTIER DR-7/31/2018-281892,2018,7,2018-7
16285,2501,2022,1994,271.8912435,"$680,000 ",13117130305,West Forsyth,4755 HAMPTONS DR-7/7/2022-680000,2022,7,2022-7
16286,2501,2019,1994,145.9416234,"$365,000 ",13117130305,West Forsyth,4755 HAMPTONS DR-2/28/2019-365000,2019,2,2019-2
16287,1932,2020,2002,196.6873706,"$380,000 ",13117130414,West Forsyth,4755 LUKE DR-6/5/2020-380000,2020,6,2020-6
16288,2792,2018,2018,99.17621777,"$276,900 ",13117130202,North Forsyth,4755 MARCO LN-5/29/2018-276900,2018,5,2018-5
16289,2816,2022,2004,227.2727273,"$640,000 ",13117130414,West Forsyth,4755 NORTHRIDGE DR-6/15/2022-640000,2022,6,2022-6
16290,2816,2020,2004,154.4744318,"$435,000 ",13117130414,West Forsyth,4755 NORTHRIDGE DR-9/30/2020-435000,2020,9,2020-9
16291,1786,2020,1980,302.3516237,"$540,000 ",13117130504,Cumming,4755 PILGRIM MILL RD-3/13/2020-540000,2020,3,2020-3
16292,2576,2021,2018,256.2111801,"$660,000 ",13117130304,West Forsyth,4755 RANDALL WALK-8/16/2021-660000,2021,8,2021-8
16293,2576,2018,2018,191.5593944,"$493,457 ",13117130304,West Forsyth,4755 RANDALL WALK-6/18/2018-493457,2018,6,2018-6
16294,3239,2018,2018,130.9601729,"$424,180 ",13117130406,Cumming,4755 SABINO BND-12/14/2018-424180,2018,12,2018-12
16295,2850,2020,2020,128.4340351,"$366,037 ",13117130301,West Forsyth,4755 SANDY CREEK DR-11/5/2020-366037,2020,11,2020-11
16296,1865,2018,1959,388.7399464,"$725,000 ",13117130205,North Forsyth,4755 SETTINGDOWN CIR-8/16/2018-725000,2018,8,2018-8
16297,1071,2022,1941,172.735761,"$185,000 ",13117130303,West Forsyth,4755 SEWELL RD-4/5/2022-185000,2022,4,2022-4
16298,3200,2021,2006,142.1875,"$455,000 ",13117130601,West Forsyth,4755 SHILOH SPRINGS RD-7/12/2021-455000,2021,7,2021-7
16299,2459,2019,2003,152.5010167,"$375,000 ",13117130410,Cumming,4755 SILVER STREAM DR-8/14/2019-375000,2019,8,2019-8
16300,3001,2020,2020,136.8610463,"$410,720 ",13117130307,West Forsyth,4755 WATKINS WAY-11/20/2020-410720,2020,11,2020-11
16301,3460,2020,2013,158.3815029,"$548,000 ",13117130307,West Forsyth,4755 WESTGATE DR-6/5/2020-548000,2020,6,2020-6
16302,2080,2021,2005,149.0384615,"$310,000 ",13117130601,West Forsyth,476 GRAYSON WAY-5/26/2021-310000,2021,5,2021-5
16303,2440,2019,2019,110.6147541,"$269,900 ",13117130202,North Forsyth,4760 ALFORD CMN-5/31/2019-269900,2019,5,2019-5
16304,1775,2020,1994,171.7746479,"$304,900 ",13117130305,West Forsyth,4760 ANSLEY LN-2/12/2020-304900,2020,2,2020-2
16305,3308,2022,2004,210.7013301,"$697,000 ",13117130411,North Forsyth,4760 ARBOR LAKE DR-6/30/2022-697000,2022,6,2022-6
16306,3648,2021,1994,169.9561404,"$620,000 ",13117130610,South Forsyth,4760 ASHWELL LN-10/15/2021-620000,2021,10,2021-10
16307,2595,2022,2007,186.8978805,"$485,000 ",13117130307,West Forsyth,4760 BANTRY WAY-1/14/2022-485000,2022,1,2022-1
16308,2595,2019,2007,129.0944123,"$335,000 ",13117130307,West Forsyth,4760 BANTRY WAY-12/12/2019-335000,2019,12,2019-12
16309,2940,2021,2020,129.4119048,"$380,471 ",13117130307,West Forsyth,4760 BELLEHURST LN-1/15/2021-380471,2021,1,2021-1
16310,2483,2022,2015,229.238824,"$569,200 ",13117130304,West Forsyth,4760 BREEZEWOOD CIR-3/4/2022-569200,2022,3,2022-3
16311,1063,2020,1999,145.8137347,"$155,000 ",13117130504,Cumming,4760 CHEVY ST-7/30/2020-155000,2020,7,2020-7
16312,3514,2019,2018,128.1900968,"$450,460 ",13117130406,Cumming,4760 CREMELLO CIR-2/25/2019-450460,2019,2,2019-2
16313,4091,2020,2019,113.6323637,"$464,870 ",13117130302,West Forsyth,4760 DANBURY FARMS DR-1/21/2020-464870,2020,1,2020-1
16314,3362,2022,2020,215.6454491,"$725,000 ",13117130601,West Forsyth,4760 EPPS LN-7/19/2022-725000,2022,7,2022-7
16315,3362,2021,2020,179.3575253,"$603,000 ",13117130601,West Forsyth,4760 EPPS LN-9/28/2021-603000,2021,9,2021-9
16316,2966,2021,2021,153.2265678,"$454,470 ",13117130301,West Forsyth,4760 FALLS RIVER DR-10/27/2021-454470,2021,10,2021-10
16317,3498,2022,2018,139.2795883,"$487,200 ",13117130204,North Forsyth,4760 FRONTIER DR-6/17/2022-487200,2022,6,2022-6
16318,3498,2018,2018,92.70468839,"$324,281 ",13117130204,North Forsyth,4760 FRONTIER DR-10/25/2018-324281,2018,10,2018-10
16319,3092,2019,2018,113.1953428,"$350,000 ",13117130305,West Forsyth,4760 HERSHEL ST-9/6/2019-350000,2019,9,2019-9
16320,3417,2018,2006,84.8697688,"$290,000 ",13117130204,North Forsyth,4760 HOPEWELL MANOR DR-9/26/2018-290000,2018,9,2018-9
16321,1377,2022,1998,308.6419753,"$425,000 ",13117130202,North Forsyth,4760 HUBERT MARTIN RD-9/12/2022-425000,2022,9,2022-9
16322,1377,2021,1998,239.6514161,"$330,000 ",13117130202,North Forsyth,4760 HUBERT MARTIN RD-10/26/2021-330000,2021,10,2021-10
16323,2566,2021,2008,135.2299299,"$347,000 ",13117130307,West Forsyth,4760 MADISON HOLLOW LN-3/15/2021-347000,2021,3,2021-3
16324,2472,2021,2003,210.3559871,"$520,000 ",13117130414,West Forsyth,4760 NORTHRIDGE DR-9/17/2021-520000,2021,9,2021-9
16325,2472,2018,2003,161.407767,"$399,000 ",13117130414,West Forsyth,4760 NORTHRIDGE DR-9/17/2018-399000,2018,9,2018-9
16326,3484,2019,2002,153.5591274,"$535,000 ",13117130508,Cumming,4760 OLD TRAIL CT-2/22/2019-535000,2019,2,2019-2
16327,3166,2018,2006,104.23247,"$330,000 ",13117130204,North Forsyth,4760 PLAINSMAN CIR-7/24/2018-330000,2018,7,2018-7
16328,2669,2021,2002,172.3491945,"$460,000 ",13117130202,North Forsyth,4760 RAMBLING ROSE DR-4/9/2021-460000,2021,4,2021-4
16329,2956,2018,2018,122.5125169,"$362,147 ",13117130406,Cumming,4760 SABINO BND-4/12/2018-362147,2018,4,2018-4
16330,2669,2021,2021,156.8096665,"$418,525 ",13117130301,West Forsyth,4760 SANDY CREEK DR-4/26/2021-418525,2021,4,2021-4
16331,3132,2018,2018,137.9310345,"$432,000 ",13117130601,West Forsyth,4760 SHILOH VALLEY RD-3/29/2018-432000,2018,3,2018-3
16332,2078,2019,2005,132.3387873,"$275,000 ",13117130406,Cumming,4760 STONEHAVEN VW-4/12/2019-275000,2019,4,2019-4
16333,3196,2021,2010,203.379224,"$650,000 ",13117130307,West Forsyth,4760 SUMMERHILL DR-3/25/2021-650000,2021,3,2021-3
16334,2997,2020,2020,146.2118785,"$438,197 ",13117130307,West Forsyth,4760 WATKINS WAY-10/23/2020-438197,2020,10,2020-10
16335,1776,2021,1995,202.7027027,"$360,000 ",13117130305,West Forsyth,4760 WEXFORD DR-4/30/2021-360000,2021,4,2021-4
16336,1776,2019,1995,149.2117117,"$265,000 ",13117130305,West Forsyth,4760 WEXFORD DR-6/14/2019-265000,2019,6,2019-6
16337,4969,2020,1988,136.8484605,"$680,000 ",13117130301,West Forsyth,4760 WRIGHT BRIDGE RD-5/15/2020-680000,2020,5,2020-5
16338,2132,2019,2019,135.9756098,"$289,900 ",13117130202,North Forsyth,4765 ALFORD CMN-12/17/2019-289900,2019,12,2019-12
16339,3230,2020,2014,116.0990712,"$375,000 ",13117130205,North Forsyth,4765 BELCREST WAY-12/18/2020-375000,2020,12,2020-12
16340,2370,2021,2014,191.9831224,"$455,000 ",13117130607,South Forsyth,4765 COLD SPRING CT-10/4/2021-455000,2021,10,2021-10
16341,3584,2019,2018,105.186942,"$376,990 ",13117130305,West Forsyth,4765 COLUMBIA ST-10/25/2019-376990,2019,10,2019-10
16342,2654,2020,1995,141.2961567,"$375,000 ",13117130610,South Forsyth,4765 DARTMOOR LN-11/11/2020-375000,2020,11,2020-11
16343,2436,2022,2021,204.1235632,"$497,245 ",13117130301,West Forsyth,4765 FALLS RIVER DR-1/26/2022-497245,2022,1,2022-1
16344,3757,2021,2021,184.5589566,"$693,388 ",13117130202,North Forsyth,4765 FIELDS BRIDGE RD-12/20/2021-693388,2021,12,2021-12
16345,2480,2021,2009,153.2258065,"$380,000 ",13117130205,North Forsyth,4765 FOURTH RAIL LN-9/2/2021-380000,2021,9,2021-9
16346,2914,2022,2006,154.4269046,"$450,000 ",13117130204,North Forsyth,4765 HOPEWELL MANOR DR-4/22/2022-450000,2022,4,2022-4
16347,2695,2020,2003,157.6994434,"$425,000 ",13117130414,West Forsyth,4765 LUKE DR-4/2/2020-425000,2020,4,2020-4
16348,2440,2018,2018,106.3114754,"$259,400 ",13117130202,North Forsyth,4765 MARCO LN-10/12/2018-259400,2018,10,2018-10
16349,2765,2018,2015,108.4990958,"$300,000 ",13117130205,North Forsyth,4765 ORCHARD PARK LN-12/13/2018-300000,2018,12,2018-12
16350,2962,2019,2018,194.1255908,"$575,000 ",13117130504,Cumming,4765 PARADISE COTTAGE-5/6/2019-575000,2019,5,2019-5
16351,4294,2018,2018,138.5414532,"$594,897 ",13117130304,West Forsyth,4765 RANDALL WALK-9/28/2018-594897,2018,9,2018-9
16352,3155,2020,2011,101.4263074,"$320,000 ",13117130305,West Forsyth,4765 ROOSEVELT CIR-3/31/2020-320000,2020,3,2020-3
16353,3779,2019,2018,119.0791215,"$450,000 ",13117130406,Cumming,4765 SABINO BND-7/29/2019-450000,2019,7,2019-7
16354,2971,2019,2006,117.4688657,"$349,000 ",13117130410,Cumming,4765 SILVER LEAF DR-3/15/2019-349000,2019,3,2019-3
16355,2165,2022,2004,233.256351,"$505,000 ",13117130406,Cumming,4765 STONEHAVEN VW-8/3/2022-505000,2022,8,2022-8
16356,3308,2021,2021,146.1729141,"$483,540 ",13117130307,West Forsyth,4765 WATKINS WAY-5/27/2021-483540,2021,5,2021-5
16357,2080,2018,2005,120.8173077,"$251,300 ",13117130601,West Forsyth,477 GRAYSON WAY-9/12/2018-251300,2018,9,2018-9
16358,1566,2018,2013,166.0280971,"$260,000 ",13117130413,Cumming,477 SAWNEE CORNERS DR UNIT 477-4/4/2018-260000,2018,4,2018-4
16359,2786,2019,2019,101.902369,"$283,900 ",13117130202,North Forsyth,4770 ALFORD CMN-6/26/2019-283900,2019,6,2019-6
16360,3382,2020,2017,124.1573034,"$419,900 ",13117130305,West Forsyth,4770 AMBLE TRCE-11/13/2020-419900,2020,11,2020-11
16361,2395,2020,1994,161.3778706,"$386,500 ",13117130305,West Forsyth,4770 ANSLEY LN-8/14/2020-386500,2020,8,2020-8
16362,2246,2020,2014,131.7898486,"$296,000 ",13117130205,North Forsyth,4770 BALDWIN DR-8/5/2020-296000,2020,8,2020-8
16363,3305,2021,2020,129.5509834,"$428,166 ",13117130307,West Forsyth,4770 BELLEHURST LN-1/28/2021-428166,2021,1,2021-1
16364,1848,2022,2015,257.034632,"$475,000 ",13117130304,West Forsyth,4770 BREEZEWOOD CIR-9/22/2022-475000,2022,9,2022-9
16365,4624,2018,2018,101.8263408,"$470,845 ",13117130305,West Forsyth,4770 COLUMBIA ST-4/27/2018-470845,2018,4,2018-4
16366,3281,2022,2019,203.5964645,"$668,000 ",13117130302,West Forsyth,4770 DANBURY FARMS DR-10/28/2022-668000,2022,10,2022-10
16367,3281,2020,2019,127.6775373,"$418,910 ",13117130302,West Forsyth,4770 DANBURY FARMS DR-2/14/2020-418910,2020,2,2020-2
16368,2703,2022,1996,258.9715131,"$700,000 ",13117130610,South Forsyth,4770 DARTMOOR LN-6/14/2022-700000,2022,6,2022-6
16369,3736,2021,2021,193.883833,"$724,350 ",13117130601,West Forsyth,4770 EPPS LN-12/28/2021-724350,2021,12,2021-12
16370,2926,2021,2021,154.828093,"$453,027 ",13117130301,West Forsyth,4770 FALLS RIVER DR-9/27/2021-453027,2021,9,2021-9
16371,2602,2021,2021,230.04804,"$598,585 ",13117130202,North Forsyth,4770 FIELDS BRIDGE RD-9/16/2021-598585,2021,9,2021-9
16372,3354,2020,2018,99.88073942,"$335,000 ",13117130204,North Forsyth,4770 FRONTIER DR-6/22/2020-335000,2020,6,2020-6
16373,3354,2018,2018,94.51401312,"$317,000 ",13117130204,North Forsyth,4770 FRONTIER DR-12/27/2018-317000,2018,12,2018-12
16374,3380,2021,2016,133.1360947,"$450,000 ",13117130305,West Forsyth,4770 HERSHEL ST-7/29/2021-450000,2021,7,2021-7
16375,1813,2018,2018,137.8378378,"$249,900 ",13117130202,North Forsyth,4770 MARCO LN-5/14/2018-249900,2018,5,2018-5
16376,2600,2020,2006,138.4615385,"$360,000 ",13117130601,West Forsyth,4770 MARISTONE LANDING WAY-8/28/2020-360000,2020,8,2020-8
16377,1564,2020,1972,135.8695652,"$212,500 ",13117130406,Cumming,4770 OAK GROVE DR-12/29/2020-212500,2020,12,2020-12
16378,2957,2018,2006,95.02874535,"$281,000 ",13117130204,North Forsyth,4770 PLAINSMAN CIR-9/10/2018-281000,2018,9,2018-9
16379,3760,2018,2010,87.76595745,"$330,000 ",13117130307,West Forsyth,4770 PRATHER FARM CIR-2/14/2018-330000,2018,2,2018-2
16380,4028,2018,2018,108.5260675,"$437,143 ",13117130406,Cumming,4770 SABINO BND-4/18/2018-437143,2018,4,2018-4
16381,2907,2021,2021,140.5600275,"$408,608 ",13117130301,West Forsyth,4770 SANDY CREEK DR-7/7/2021-408608,2021,7,2021-7
16382,3454,2020,2020,133.3714534,"$460,665 ",13117130307,West Forsyth,4770 WATKINS WAY-10/22/2020-460665,2020,10,2020-10
16383,1794,2019,1999,136.5663322,"$245,000 ",13117130303,West Forsyth,4770 WIDGEON WAY-10/4/2019-245000,2019,10,2019-10
16384,2440,2019,2019,122.5,"$298,900 ",13117130202,North Forsyth,4775 ALFORD CMN-12/19/2019-298900,2019,12,2019-12
16385,4022,2021,2014,128.0457484,"$515,000 ",13117130205,North Forsyth,4775 BELCREST WAY-10/29/2021-515000,2021,10,2021-10
16386,4022,2018,2014,78.31924416,"$315,000 ",13117130205,North Forsyth,4775 BELCREST WAY-10/9/2018-315000,2018,10,2018-10
16387,3142,2021,2021,158.2272438,"$497,150 ",13117130307,West Forsyth,4775 BELLEHURST LN-6/30/2021-497150,2021,6,2021-6
16388,2342,2018,2013,112.2971819,"$263,000 ",13117130205,North Forsyth,4775 CARNEGIE CT-9/7/2018-263000,2018,9,2018-9
16389,2449,2019,2014,123.478971,"$302,400 ",13117130607,South Forsyth,4775 COLD SPRING CT-12/23/2019-302400,2019,12,2019-12
16390,3984,2019,2018,97.89156627,"$390,000 ",13117130305,West Forsyth,4775 COLUMBIA ST-3/15/2019-390000,2019,3,2019-3
